hotel_name,location,wrote,rating,title,comment
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",October 2021,5,Muy bueno,"Muy buen hotel acceso a la habitación muy rápido desde el garage. Muy buen precio y servicio. Cama amplia, excelente ducha. Buena ubicación. Gimnasio completo. Desayuno acorde. Muy buena atención. Ampliamente recomendado"
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",October 2021,4,Gran opción calidad precio!,"La verdad todo muy prolijo, una excelente opción calidad precio y con opción de garaje lo que lo hace muy cómodo. Sin dudas lo voy a tener en cuenta para futuras necesidades de estadías en montevideo."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",October 2021,5,Recomendable!,"Uno de los mejores hoteles de Montevideo, en relación precio/calidad, desayuno satisfactorio y variado, el parking amplio apesar de ser cobrado, buena atención del personal, cuarto cómodo, amplio, y acogedor."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",July 2021,4,Muy buena atención,Muy bueno todo. Falta limpieza en los pasillos y ascensor. El desayuno es más reducido que en otras ocasiones pienso sea por la pandemia y que todo mejore. Excelente atención del personal y muelas promociones
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",April 2021,5,Gracias x el tiempo compartido..,Mi estadía en Regency Wey duró 8 meses en modalidad de alquiler mensual..y fue una experiencia increible..buscaba en Mdeo la mejor opcion en relacion calidad-precio y este hotel me lo dio absolutamente todo! Ademas de sus formidables instalaciones quiero destacar el capital humano.. siempre al servicio de mis necesidades y con un trato extremadamente calido y respetuoso.. desde las mucamas hasta los chicos de recepcion con Jorge a la cabeza..y eso lo quiero agradecer especialmente. Lo recomiendo porque de verdad vale la pena.. es como estar en casa!! Sin dudas los volvería a elegir.
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",March 2021,4,Habitacion deluxe,"Buena atención y buenas instalaciones, mejorable la cama matrimonial ya que eran 2 camas individuales que se hundían en el medio, lo que no permite un buen descanso. Buena calidad de desayuno , buena ubicación."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",July 2020,3,Estadía de muy largo plazo,"Son meses de estadía y ha sucedido de todo. En general la atención es cordial y correcta, pero hay público muy molesto e irrespetuoso que se hospeda y complica incluso en las noches. Habitación cómoda y bien distribuida, baño lindo y amplio. Problemas que se fueron corrigiendo con el tiempo. Falta más atención a la limpieza de espacios compartidos, la piscina y el gimnasio. Faltan reglas de más estrictas de convivencia."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",February 2021,5,Recomendable,Ambiente agradable y tranquilo. Ubicado en una zona muy linda de Montevideo. Buena higiene. Desayunos muy ricos. Las instalaciones son muy disfrutables. El personal atento a las necesidades de los viajeros.
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",January 2021,5,Muy bueno el hotel.,Necesité utilizar el hotel para hacer cuarentena por viaje al exterior el año pasado. Me resultó muy cómoda la habitación de la cual no pude salir y la atención del personal fue excelente. Por eso volví este año.
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",January 2021,5,Muy bueno,"Nos recibieron de forma excelente, la habitación muy buena, la limpieza impecable. Muy buena disposición por parte del personal. El estacionaciomiento muy amplio y seguro. Un aspecto a mejorar sería el desayuno, muy poca variedad."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",December 2020,4,Atención de primera!,"Lindo hotel, con buenas habitaciones (las que tienen vista a la calle) pero mas que nada con una excelente atención de todo el personal! Una muy linda experiencia en pleno barrio de Pocitos. La zona más floja es la de la piscina pero con un poco de cariño sería un lugar muy agradable."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",April 2019,5,"Todo muy cómodo... cerca de las Avenidas, fácil al acceso de locomoción.","Excelente servicio, buena atención, excepto en el bar no habían variedades de tragos ademas cerraban temprano por que lo comento ya que nos toco días de lluvias, pero lo demás excelente todo era igual a las fotos que vimos en la pagina del hotel.."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",March 2020,5,Buenísimo,"Fuimos con mi madre de vacaciones y el servicio del hotel fue excelente. El desayuno buffet exquisito, la habitación doble muy cómoda y espaciosa, el baño ideal. Nos gustó mucho, esperamos volver a Uruguay y quedarnos con ustedes nuevamente."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",March 2020,4,Agradables,Lo pasé súper bien fueron lindas vacaciones quiero volver algún día con mi familia quería conocer este país y quedé muy encantada con sus paisajes personas comida lugares de turismo solamente no me gustaron las veredas muy malas
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",March 2020,5,Comentario,"Todo perfecto, la atención en recepción es muy buena. El desayuno acorde y los espacios en común también. La ubicación es muy buena. Lo negativo es el colchón de la cama de dos plazas es malo por no ser entero, se hunde en el medio."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",March 2020,3,Comentarios de mi Estadia,"El hotel es bueno, su infraestructura muy bonita, coloco la nota porque siempre al llegar a la habitación me di cuenta que solo hacían la cama y cambiaban las toallas del baño, nunca barrieron el piso, las mesas de noche llenas de polvo, en mas de una ocasión la bañera del baño sin limpiar. El desayuno bien, pero sugiero que sea mas variado, debido a que va gente de muchos países y casi todos los días había lo mismo sobre la mesa. La seguridad me llamo la atención, prácticamente cualquiera podía entrar al hotel, algo que no me gusto, los ascensores ni quiera tenían seguridad, como por ejemplo colocar la tarjeta en el ascensor para poder subir, de esta manera no cualquiera podría acceder a las habitaciones."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",March 2020,5,Mi estadía en Ragency Way MVD,"Las instalaciones en general están muy buenas, con una muy práctica entrada al estacionamiento desde el que se puede subir directo a la habitación. Las habitaciones son muy acogedoras con camas muy muy cómodas! Muy buena atención de los funcionarios."
Regency WAY Montevideo Hotel,"Castillos, Uruguay",March 2020,3,Bueno,"El hotel está muy lindo, limpio, amplio, el desayuno es bueno, la atención del personal es excelente, el garaje muy cómodo, está bien ubicado. Pero el colchón es muy malo, se hunde en exceso, lo cual me dificultó mucho el descanso. Si cambiaran los colchones sería excelente pero así cómo está yo no volvería."
Regency WAY Montevideo Hotel,"Castillos, Uruguay",March 2020,5,Excelente hotel,Excelente hotel - excelente estacionamiento - excelente habitación - excelente la atención en recepción sin excepciones. Excelente ubicación del hotel En el desayuno podrían ofrecer huevos revueltos y algún otro plato caliente
Regency WAY Montevideo Hotel,"Castillos, Uruguay",February 2020,5,Excelente Hotel,"Mi estadía en el hotel fue bastante cómoda, me sentía bien con la amabilidad de las personas que nos atendieron, la energía del hotel en general ya te hacía sentir en casa, los recepcionistas son bastante amables y educados lo cual es increíble, yo recomendaría siempre este hotel."
Regency WAY Montevideo Hotel,"Castillos, Uruguay",March 2020,5,Felicidades,"Me encantó el hotel en general, muy rico el desayuno, las camas muy cómodas, la limpieza perfecta, la recepción y administración es fantástica, lo recomiendo totalmente ,además es barato, y todo está muy cerca"
Regency WAY Montevideo Hotel,"Castillos, Uruguay",March 2020,5,Excelente,"Muy buena atención en todas las áreas del servicio, excelentes habitaciones, muy buena iluminación y limpieza. Personal responsable y cordial. Desayuno variado y acorde a las necesidades de las diferentes edades (niños y adultos). Estacionamiento apropiado, al igual que gimnasio y piscina."
Regency WAY Montevideo Hotel,"Castillos, Uruguay",February 2020,5,felicitaciones,"muy buena experiencia habitaciones cómodas y limpias rico desayuno , dispone de mini cocina pero no hay hervidor yo sugeriría tener uno , el ambiente es tranquilo y seguro , cercanía de tiendas y restaurante."
Regency WAY Montevideo Hotel,"Castillos, Uruguay",February 2020,5,Excelente experiencia,"Excelente lugar para descansar y relajarse, muy limpias las habitaciones y rápido el aseo de las mismas. Como sugerencia, las camas matrimoniales deben tener 1 solo colchón y no 2 chicos unidos por un cubre colchón."
Regency WAY Montevideo Hotel,"Castillos, Uruguay",February 2020,4,buena atencion,hotel comodo con buen desayuno...la ubicacion esta bien..la piscina es pequeña en un patio interno es lo menos interesante y util..la atencion bien...volveria a venir y es recomendable para que vengann
Regency WAY Montevideo Hotel,"Castillos, Uruguay",February 2020,4,"Montevideo, hermosa ciudad","Lugar apacible y muy cómodo, con personal amable y acogedor. Habitaciones cómodas y desayuno muy abundante. Muy buena ubicación, en un barrio residencial y de fáciles accesos. Todo muy tranquilo, en especial si estás en periodo de vacaciones."
Regency WAY Montevideo Hotel,"Castillos, Uruguay",February 2020,5,Recomendable,"Me gustó mucho el hotel, mí pareja ya lo conocía, quiso volver ahí porque había perdido su billetera y se la enviaron a argentina. Excelente las instalaciones, la atención, limpieza y ubicación Volveremos allí en el próximo viaje a montevideo"
Regency WAY Montevideo Hotel,"Burzaco, Argentina",November 2019,5,Hotel muy bien ubicado,"Hotel bien ubicado, cerca de shoppings, del centro, de lugares para comer. Habitaciones amplias, limpias y bien decoradas. Habiamos reservado habitacion con desayuno incluido, la mejor opcion! Lo unico que criticaria seria el estacionamiento, que si bien estaba cerca del hotel, los espacios eran muy diminutos y cuesta estacionar."
Regency WAY Montevideo Hotel,"Burzaco, Argentina",February 2020,4,Excelente atención,"Hotel de categoría, ubicado en la zona que buscaba. Con muy buena relación precio / calidad. Recomendable en absoluto. Cerca de playa Pocitos y shopping Montevideo. Seguramente volveré a alojarme allí."
Regency WAY Montevideo Hotel,"Burzaco, Argentina",February 2020,5,Muy recomendable!,Excelente relación precio - calidad. Muy bien ubicado. La habitación muy cómoda y amplia. La atención de todo el personal fue muy amable y siempre dispuestos a ayudar. Eso marca la diferencia. El desayuno muy rico. Más que seguro repetiremos.
Regency WAY Montevideo Hotel,"Burzaco, Argentina",December 2019,4,Paso relajado por Montevideo,"Hotel bien ubicado, zona tranquila. La habitación no es básica pero reconfortable, desayuno no demasiado excéntrico pero es bueno, personal del hotel maravilloso y amable. Recomendable y volvería por lo cercano a todo en Montevideo."
Regency WAY Montevideo Hotel,"Burzaco, Argentina",February 2020,3,Habitación ruidosa,"Mi habitación estaba en el último piso y no se podía abrir la ventana ya que en la azotea debían estar las máquinas, supongo que del aire acondicionado, y entraban en funcionamiento cada pocos minutos"
Regency WAY Montevideo Hotel,"Burzaco, Argentina",February 2020,4,"Excelente relación precio calidad, muy buena ubicación y el barrio es agradable con varios bares, restaurantes y compras","Barrio muy agradable, con playa, bares, restaurantes y centro de compras a muy pocas cuadras. Hotel muy funcional, con muy buen desayuno, excelentes camas y la amabilidad en la atención de los uruguayos es característica marcada."
Regency WAY Montevideo Hotel,"Burzaco, Argentina",February 2020,1,No lo recomiendo a nadie.,"Pésimas camas, no hacen las piezas, el desayuno es con lo básico, el personal no se hace cargo de sus errores, inventan cosas por parte de los propios huéspedes, es un hotel que no recomendaría ni de paso"
Regency WAY Montevideo Hotel,"Burzaco, Argentina",February 2020,5,EXCELENTE HOTEL !!!!,"Muy buena atención y servicios. Estacionamiento amplio, desayuno abundante y variado. Habitaciones muy cómodas y confortables Excelente ubicación. Muy recomendable para todo tipo de actividades. Personal con MUY BUENA disposición para cualquier requerimiento."
Regency WAY Montevideo Hotel,"Burzaco, Argentina",February 2020,4,Muy buena relación calidad-precio!,"Es un hotel moderno, bien mantenido, con espacios comunes muy agradables y habitaciones confortables. Está muy bien ubicado a pocas cuadras del Shopping y de la costanera. La atención de los empleados fue siempre excelente. El desayuno correcto pero sin destacar (café demasiado suave, sin huevos revueltos, jugo artificial). Es un plus que las habitaciones tengan microondas, mesada, platos, vasos y cubiertos."
Regency WAY Montevideo Hotel,"Burzaco, Argentina",February 2020,5,Muy buena opción en Montevideo,"Bien ubicado, habitaciones cómodas. Atendieron nuestras solicitudes muy rápido y con eficiencia. Desayuno abundante y variado, solo agregaría platos calientes. Las camas especialmente confortables. Volveremos."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",February 2020,4,Buena relación calidad-precio,"Sobre avenida transitada pero en un barrio comercial y residencial, este hotel se esmera mucho. Lo único malo es que el jugo de naranja es artificial y no hay mucha opción saludable.Tiene piscina pequeña pero profunda. Pero no tiene verde."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",February 2020,5,Hotel super recomendable,Hotel con buena ubicación cerca de todo Excelente el trato del personal siempre dispuestos a syudar Muy cómodo que la habitación tenga microondas Desayuno básico La pileta no tiene buena ubicación al estar en PB
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",February 2020,3,La limpieza deja bastante que desear. El hotel no es malo,"No se si volvería a este hotel. La limpieza de las habitaciones deja mucho que desear (no siempre si limpia la cocina, dejan un rollo de papel higiénico y cuando se acaba hay que llamar para que repongan). Había migas en mi cuarto el primer día que fui, seguían ahí cuando me fui. El hotel no es malo, el desayuno es bueno. Pero realmente el tema de la limpieza de las habitaciones me haría considerar otras opciones. Además, en general los hoteles dejan una botella de agua por día de cortesía (por lo menos). Aquí había una, la tomé, y cobraron 3 dólares por esa botella (aunque no decía en ningún lado que fuera a ser cobrada)"
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",February 2020,4,muy bueno,"Desde que llegamos tuvimos un muy buen trato de parte del personal del hotel Regency Way de Montevideo, Uruguay, destaco la decoración del hall central con los cuadros en distintas medidas que colman toda una pared entera, las instalaciones son modernas, funciona todo, las ventanas con doble vidrio hacen que la habitación tenga una muy buena in-sonoridad, buenas y amplias cocheras, cuando solicitamos guardar unos equipajes en recepción tuvimos respuesta positiva inmediatamente, en reglas generales todo bien, desayuno, trato del personal, limpieza, solo faltaría que agreguen accesorios en el baño, como dentifrico, cepillo de dientes, maquinita de afeitar etc."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",November 2019,4,"Buen hotel, rico desayuno","Un hotel limpio, las personas en recepcion muy amables, rico el desayuno, la piscina un poco chica, faltan sillas, pero al pedirlas las traen, las habitaciones comodas, no muy grandes, el baño limpio."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",January 2020,4,Muy buena estadía,"Excelente ubicación, cerca de todo tipo de turismo y comercio, muy buena disposición del personal en general, es desayuno buffet todo fresco y sabroso, el wifi que dispone el hotel a veces se iba pero todo lo demás excelente."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",January 2020,5,Excelente estadía,"Muy buen servicio, todo funcionó perfecto, la habitación era muy comoda con todo funcionando perfectamente. El desayuno era impecable, muy recomedado y buena ubicación en un barrio residencial y familiar."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",February 2020,5,excelente hotel para alojarse en montevideo,"Hotel comodo, excelente atención, muy buena ubicacion y desayuno buffet muy completo. Las habitaciones son amplias y muy limpias y completas. Solo les faltaria mejorar un poco la piscina, que es linda pero pequeña y encerrada entre paredes. Lo recomiendo."
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",January 2020,5,"Muy buena, limpio, cómodo y con buena calidad en la atención. Buen internet, el personal muy amable. y gentil.","Muy buena atención, el lugar limpio, personal amble, buen internet, desayuno abundante, sin huevos revueltos, (se extrañó). Lamentablemente habían arreglos en la calle del acceso principal, pero no fue tan problemático, de entiende. Las camas muy cómodas y limpias"
Regency WAY Montevideo Hotel,"Montevideo, Uruguay",January 2020,5,Genial,Nos gusto mucho . Los empleados son muy amables. Las habitaciones son amplias. Esta muy bien ubicado. La pileta es linda pero en un espacio reducido pero cumple la funcion. Esta a pocas cuadras de la playa y a 3 del shopping de Montevideo. Hay un montón de lugares para comer cerca . Muy cerca de todo.
Regency WAY Montevideo Hotel,"Balneario Camboriu, SC",January 2020,4,Muy recomendable,"Buena ubicación en Pocitos, excelente atención de los empleados, muy buena predisposición y atención a las necesidades de los huéspedes, buena relación precio calidad, sumamente recomendable, habitación amplia y confortable."
Regency WAY Montevideo Hotel,"Balneario Camboriu, SC",January 2020,3,Buena opción en Montevideo,"La ubicación es buena, porque está en una avenida importante y cerca de varios lugares de interés, como la Terminal Três Cruzes, el Estadio Centenario y la playa de Pocitos. El desayuno es bueno aunque no tiene tantas opciones. El servicio en la recepción es excelente y eficiente. El dormitorio es amplio y el baño tiene bañera. Pero hay problemas: la habitación que ocupamos era la última de un enorme corredor en forma de ""U"", una señal débil de Wi-Fi y problemas recurrentes con la tarjeta de bloqueo, que insistía en estar defectuosa. Aún así, es una buena opción, especialmente teniendo en cuenta el precio."
Regency WAY Montevideo Hotel,"Balneario Camboriu, SC",January 2020,4,Mas que aceptable,"Habitaciones grandes y comodas. Excelente atención. Higiene al 90%. Buen desayuno, bastante completo. Soy de pocas palabras y no tengo mas que agregar por lo que me disculpo con esta oración para completar los 200 caracteres."
Regency WAY Montevideo Hotel,"Balneario Camboriu, SC",January 2020,5,muy buen hotel,"lo elijo siempre que viajo a montevide y tengo que pasar alguna noche. La ubicación es muy cómoda, las habitaciones son muy buenas y la atención es excelente, sin duda no pienso en otro lugar a la hora de elegir un hotel"
Regency WAY Montevideo Hotel,"Balneario Camboriu, SC",January 2020,5,Excelente!!,"Excelente atención y amabilidad dando pronta respuesta a solicitudes y necesidades, desayuno completo y de calidad, me intereso su amigabilidad con el medio ambiente al tener amplios calderas solares para la provisión de agua caliente, bravo !!!"
Regency WAY Montevideo Hotel,"Balneario Camboriu, SC",January 2020,4,Muy buena opción céntrica,"Es una muy buena opción para estar en el centro y cerca de bancos y centros comerciales. Restaurantes. Es cómodo y moderno. Buen desayuno y buena conexión a internet, atención acorde. Lindo lobby Lo utilice varias veces."
Regency WAY Montevideo Hotel,"Balneario Camboriu, SC",January 2020,5,Muy bueno,"Muy lindo hotel, personal amable, lindas y cómodas instalaciones en espacios comunes. Rico y variado desayuno. Habitaciones limpias y camas cómodas. Tiene una piscina de buen tamaño, lugares para comer cercanos, casas de cambio y la playa está a unas 6 cuadras. Lo recomiento 100% y sin duda volvería."
Regency WAY Montevideo Hotel,"Balneario Camboriu, SC",January 2020,5,Excelente servicio,"Hotel ubicado en zona estratégica ,cerca de playa y shopping.El servicio muy bueno. Desayuno completísimo. Habitaciones muy confortables. Muy buena predisposición del personal.. Y muy lindos espacios comunes"
Regency WAY Montevideo Hotel,"Balneario Camboriu, SC",January 2020,5,Recomenable,"Personal con excelente disposición y muy buena atención, preocupados de los detalles y el bienestar de los pasajeros. Excelentes recomendaciones de lugares típicos, comidas y tours. servicios de taxi a la puerta"
Regency WAY Montevideo Hotel,"Balneario Camboriu, SC",January 2020,2,Estacionamiento,"Muy caro el estacionamientos por un día y recepción no nos dijeron que tenía costo pero en general muy bueno muy cerca del shopping montevideo bueno él desayuno y la habitación muy bien, km malo fue el WiFi"
Regency WAY Montevideo Hotel,Argentina,January 2020,4,Muy bueno,"Fui de vacaciones con mi pareja en el mes de enero,nos hospedamos durante 6 noches en el hotel. Es un hotel moderno, con una buena ubicación y cerca de la playa. Nos hospedamos en la habitación ejecutiva la cual brinda un espacio comodo, ademas tiene frigobar y microondas, lo cual lo hace mas confortable. La limpieza de la misma muy bien. El desayuno completo, mucha variedad. La gente del hotel muy amables, buena predisposición siempre. Lo unico negativo es la parte de la pileta la cual solo tenia 3 reposeras para todo el hotel. Conclusion, Volvería en un futuro."
Regency WAY Montevideo Hotel,Argentina,January 2020,4,Muy buena relacion precio calidad.,"La habitacion muy comoda y equipada (fuimos a la que tiene microondas y frigobar). Es espaciosa y el mobiliario es muy practico, hay cortinas y black out que permiten que este oscuro para dormir y el aire y la tele funcionan de 10. Se pierde a veces la señal wifi.La limpieza muy bien. La gente re amable. El desayuno es super completo, hay de todo y bastante variedad y se la pasan reponiendo lo que se consume. Lo único que puedo criticar es el sector de la pileta, que es bastante reducido y solo habia 3 reposeras para toda la gente del hotel! Muuuy recomendable"
Regency WAY Montevideo Hotel,Argentina,January 2020,4,Excelente ubicación,"Excelente ubicación, cerca de la playa y del centro. El personal muy atento y amable. El desayuno variado y abudante. La cena en hotel media floja pero a menos de 100 metros hay varios lugares para comer."
Regency WAY Montevideo Hotel,Argentina,January 2020,5,Siempre buena atención,"La atención, ubicación, precio-calidad y desayuno excelente como siempre. Somos clientes hace años y lo recomendamos. El equipo de recepción es muy amable y predispuesto a dar solución a todas las consultas."
Regency WAY Montevideo Hotel,Argentina,January 2020,5,Agradables vacaciones,"Es un hotel que cuenta con un excelente servicios, las habitaciones confortables, los espacios interiores como exteriores muy agradables. Fui con mis hijos de 4 y 5 años y disfrutaron de todos sus espacios. Estuvimos 10 noches y los niños querían seguir de vacaciones."
Regency WAY Montevideo Hotel,Argentina,January 2020,4,Muy buena atención a precio razonable,"Muy buena atención, pudieron satisfacer mi necesidad de contar con habitación familiar. Buen desayuno, variado y con varias opciones. Instalaciones impecables, tanto en habitaciones como en espacio común. Muy buen sistema para el parking."
Regency WAY Montevideo Hotel,Argentina,January 2020,5,Excelente estadía,"Es un buen hotel con buena ubicacion. La gente que atiende en recepción es amable y eficiente. Habitacion agradable, espaciosa y muy limpia. Excelente ubicación. El desayuno era muy rico y variado. Vuelvo de todas maneras"
Regency WAY Montevideo Hotel,Argentina,December 2019,4,Opinion De Viajero,"Fui con un acompañante al lugar, las instalaciones son buenas, tienen un buen servicio de desayuno continental, por cuestiones de tiempo no pude disfrutar de las instalaciones pero tienen gym y pileta, la ubicación del hotel es buena, queda a unas 6 cuadras de la playa y hay restaurantes en los alrededores."
Regency WAY Montevideo Hotel,Argentina,January 2020,4,Muy buen hotel en Montevideo,"Estuve solo una noche, pero me pareció un hotel muy bien cuidado y moderno. La habitación y el servicio en general excelente. La comida (cena) fue lo que menos me gustó. En termino generales, todo salió de primera."
Regency WAY Montevideo Hotel,Argentina,January 2020,5,Recomiendo,"Muy lindo hotel y excelente hubicacion. La habitación Family Deluxe es impecable. El servicio en la recepción, limpieza y restaurante excelente. El desayuno buffet súper variado. El estacionamiento es muy cómodo, lo único que me pareció caro US$12 por día."
Regency WAY Montevideo Hotel,"Province of Buenos Aires, Argentina",December 2019,4,Bueno,Buena ubicación buenos servicios lo justo y necesario nada q le sobre nada que le falte. Se pueden mejorar las camas y más variación en el desayuno pero eso no hace que sea malo el hotel está muy bien con respecto a precio y calidad
Regency WAY Montevideo Hotel,"Province of Buenos Aires, Argentina",December 2019,4,Buena ubicación,"Cerca de Mall, restaurantes y se puede ir caminando a la playa. Algo para mejorar es el servicio de arriendo de bicicletas, te hacen esperar 30 min aprox porque no tienen los códigos de desbloqueo. Mejor salir a arrendar es más barato y rápido."
Regency WAY Montevideo Hotel,"Province of Buenos Aires, Argentina",December 2019,4,Visita rapida a Montevideo,"Fue muy rapida mi visita pero muy bueno en general, la habitacion muy bien el desayuno muy completo. Se recomienda y es muy adecuado usar las escaleras como ""ejercicio"" Yo la use para bajar y estaba sellada la puerta de salida al comedor, detalle que hay que tener en cuenta pues subir cuesta mas."
Regency WAY Montevideo Hotel,"Province of Buenos Aires, Argentina",December 2019,4,Hotel con excelente atención y limpio,"Hotel muy bueno, grande y limpio. Excelente atención de la recepción. Desayuno contundente y con gran variedad. Para volver.. Céntrico para llegar a un centro comercial y un poco lejos del centro de Montevideo. Mucha disponibilidad de Uber para movilizarse."
Regency WAY Montevideo Hotel,"Province of Buenos Aires, Argentina",December 2019,5,Conclusion general del hotel,"Viajamos a Montevideo para conocer la ciudad, la ubicacion del hotel excelente ya q nos movimos caminando y utilizamos poco el auto. Atencion, excelente, moviliario tambien, desayuno muy completo y variado, cochera comoda."
Regency WAY Montevideo Hotel,"Province of Buenos Aires, Argentina",December 2019,4,Buena experiencia,"La llegada al hotel fue buena, rápido check in. Lamentablemente en Booking.com que fue por dónde hicimos la reserva el hotel había especificado que la habitación seleccionada podía ser elegida con bañera o ducha por el mismo costo, algo que al llegar nos negaron. Eso de lado, el hotel para su locación que limita el tamaño en comparación a otros, está bien equipado con una sala de gimnasio completa y piscina. La piscina si bien no es gigante tiene buen tamaño para que se disfrute si quienes la ocupen no pasan de 7-8 personas. El desayuno fue completo, dulce, queso, múltiples bebidas. Recomendación sería que se utilizara exprimido natural. La habitación era completa, incluía bidé, aire acondicionado, escritorio, mesas de luz y tv, ropa de cama extra en el ropero en caso de"
Regency WAY Montevideo Hotel,"Province of Buenos Aires, Argentina",November 2019,4,Excelente,"Excelente Hotel, moderno, muy bien ubicado, atención muy cordial, realmente muy buen todo. Nos dieron un up grade de cortesía, y estuvieron atentos a todas nuestras necesidades. A pocas cuadras, del Shopping, el World Trade Center Montevideo , y una zona muy bonita de bares y restaurantes"
Regency WAY Montevideo Hotel,"Province of Buenos Aires, Argentina",December 2019,5,excelente atención,"Muy cordial y atento todo el personal, tanto en recepción como en restaurante y habitaciones. el unico inconveniente , de este último viaje , fue la pérdida de un chal negro, que estimamos se nos cayó al descargar entre el estacionamiento, el ascensor y la habitación. Pero , pensamos que podía estar en casa, y , recién lo denunciamos cuando llegamos (habían pasado 2 días entre el sábado de tarde y el lunes de tarde) , por lo que es responsabilidad totalmente nuestra"
Regency WAY Montevideo Hotel,"Province of Buenos Aires, Argentina",December 2019,5,Recomiendo el hotel,"Buena atención desde tu llegada; habitaciones grandes, limpias y cómodas. El desayuno es variado y bueno. En general muy bueno y con buena ubicacion, cerca de un shopping y bares que están buenos. Saludos!"
Regency WAY Montevideo Hotel,"Province of Buenos Aires, Argentina",December 2019,5,Excelente,Ubicación muy conveniente cerca de centro comercial y WTC. La limpieza de todo el edificio y especialmente de las habitaciones es un diferencial muy positivo. Atención del personal de servicio es muy atento y eficiente. Mucha agilidad en los trámites de check in y check aut.
Regency WAY Montevideo Hotel,"Santiago, Chile",December 2019,4,veterinaria,"Me quede en la habitación 506, estaba muy bien. la cama muy cómoda. El baño me resulto muy bueno, con ducha muy placentera. Como sugerencia, considero importante que se realice el servicio de habitación cuando te quedas dos noches."
Regency WAY Montevideo Hotel,"Santiago, Chile",December 2019,5,Regency Way Montevideo Hotel,"Descanso y acceso a Montevideo, fue un lugar por defecto a través de Despegar pero no me arrepiento de nada ya que descanse perfectamente. si tuviera que volver lo elegiría nuevamente sin duda. cerca de la playa."
Regency WAY Montevideo Hotel,"Santiago, Chile",November 2019,5,Recomendable,"Excelente ubicación. Muy cerca del Mdeo Shopping, zoológico y planetario, incluso de la rambla. También pasa mucho transporte público por la zona. Parking en el subsuelo (aunque se cobra por separado) Espacio para desayunar muy cómodo y con buena oferta. Personal muy dispuesto y atento. Excelente relación calidad/precio."
Regency WAY Montevideo Hotel,"Santiago, Chile",December 2019,5,A la altura de mis expectativas,"Me había alojado un par de veces en otra zona de Mdeo en hotel de la misma cadena , por lo cual esperaba que éste fuera similar y así fue . Muy buen hotel , ubicado con locomoción disponible hacia todos lados , habitación amplia con todo lo que hace al confort . Baño completo y de buen tamaño. Desayuno rico . Y buena relación precio -servicios ( al menos en esta oportunidad que me alojé tres noches tenía un interesante descuento ) . Habitación silenciosa"
Regency WAY Montevideo Hotel,"Santiago, Chile",December 2019,5,Excelente relación precio calidad,"Excelente relación precio calidad, la ubicación es perfecta para salir a recorrer y llegar a la rambla, sin problemas (Pocitos), tiene locomoción a la puerta, por lo tanto puedes llegar a lugares más lejanos, cómo ciudad vieja o centro , sin problemas."
Regency WAY Montevideo Hotel,"Santiago, Chile",December 2019,5,Genial,"Muy buena atencion, lastima que la pileta estaba en mantenimiento. Mejorar el gimnasio , luego de eso estubo todo muy lindo. Estube poco tiempo en el hotel pero la atencion fue excelente, nada que reprobar. Tampoco tome el desayuno ni cene en el hotel."
Regency WAY Montevideo Hotel,"Santiago, Chile",December 2019,4,Fue buena nuestra estadía,El hotel está ubicado a 6 cuadras del Montevideo Shopping y a 8 de la playa del Buceo y de Pocitos. Mucha propuesta gastronómica en los alrededores. Las habitaciones son cómodas y el desayuno es muy completo. Todo su personal es muy amable
Regency WAY Montevideo Hotel,"Santiago, Chile",November 2019,4,La atención del personal de recepción y desayuno es excelente y responden amablemente las consultas.,La imágen impresa en el salón previo al área de desayuno (pintura antigua que muestra una mujer con 4 hombres en situación de acoso) no me parece la mejor elección en estos tiempos de cambios de paradigmas. Debieran cambiarla.
