id,hotel_name,user,city,date,contrib,help_votes,question
732,Secrets The Vine Cancun,Ross S,"Atlanta, Georgia",Jun 2022,215,131,We stayed at Secrets Akumal in March. Is the food similar at The Vine? What about wines? We weren't fond of the wines and if they are the same we will bring our own. Thanks!
733,Secrets The Vine Cancun,Bryson D,Manchester,May 2022,10,12,"We are coming for two weeks in July, 4th visit and were just wondering if the shop on street just outside hotel is still there? Also is there an update on wearing masks as last question was from 3 months ago. thanks."
734,Secrets The Vine Cancun,Gillian H,,May 2022,,,"Hi, I am trying to contact the concierge, but no email anywhere! My husband and I are arriving from the UK on the 13th May for our delayed honeymoon and my birthday. I would like to surprise my husband with a room upgrade if affordable as he works for the NHS and he need a treat. I hope someone can help and is it worth it?"
735,Secrets The Vine Cancun,Vitamin Sea,Canada,Apr 2022,1751,12,"Hi, is the buffet open for dinner if we chose not to eat at the al la carte?"
736,Secrets The Vine Cancun,Jeff W,,Apr 2022,,,"Do dinner reservations need to be made, if so is that able to be done prior to my stay, or has to be done onsite?"
737,Secrets The Vine Cancun,Goalie858,"Burlington, Massachusetts",Apr 2022,26,4,Are masks currently required in any areas other than testing location?
738,Secrets The Vine Cancun,Warima M,TX,Apr 2022,91,63,Is there any seaweed situation at the hotel? Please let me know. Thank you.
739,Secrets The Vine Cancun,Elaine G,,Apr 2022,,,"Hi, due to travel for honeymoon in a few weeks and read about dress code in restaurants. Are short sleeved shirts allowed for men? Thank you"
740,Secrets The Vine Cancun,Cathy M,,Mar 2022,,,Do you have alot of umbrellas on the beach and is it hard to get?
741,Secrets The Vine Cancun,John V,"Denver, Colorado",Mar 2022,,,"I like to use pesos for tip money in Mexico, but could only get 100 peso bills from my bank. Would you be able to break my 100 bills into 20 and 50 peso bills when I arrive at the resort?"
742,Secrets The Vine Cancun,Ashley J,"Santa Fe, Texas",Mar 2022,2,,"If I get preferred club room, and a friend that's joining me on my trip gets the regular room, can we still be seated together at the same time for dinner?"
743,Secrets The Vine Cancun,FourNoels,"London, Canada",Mar 2022,12,38,"Hi, We are coming to stay for a few days at the end of the month and wonder if you have Covid rapid antigen testing available at the hotel (not PCR testing). Thank you, LN"
744,Secrets The Vine Cancun,Carey S,,Mar 2022,1,,Is there a charge for Covid testing if you are staying 7 nights?
745,Secrets The Vine Cancun,zebralb,"New York City, New York",Feb 2022,2235,124,Is smoking allowed on the room balconies? We were there years ago and could smoke on the balcony. Also is smoking at the pools allowed? That I don't remember.
746,Secrets The Vine Cancun,Stacie R,"Chicago, Illinois",Feb 2022,25,1,Would you consider this resort a younger or older crowd?
747,Secrets The Vine Cancun,Keisha laws,,Feb 2022,1,,"3 adults in a room, is there a sofa bed? Will they bring a roll away bed? What accommodations for 3 adults?"
748,Secrets The Vine Cancun,Lynn R,"Windsor, Canada",Feb 2022,7,5,Is there a view from the lower level rooms? I am afraid of heights (wish you could get a preferred room on a lower level)
749,Secrets The Vine Cancun,Lynn R,"Windsor, Canada",Feb 2022,7,5,What floor do the preferred club ocenview king start at? Can I ask for the lowest preferred club room not having the side of the Hardrock next door?
750,Secrets The Vine Cancun,Carey S,,Feb 2022,1,,Does anyone know the cost of a taxi from the airport?
751,Secrets The Vine Cancun,Gina M,"Flowery Branch, Georgia",Feb 2022,,,So Looking forward to this trip in 2 weeks! Would the servers prefer tips in pesos or US Dollars?
752,Secrets The Vine Cancun,Wes p,,Feb 2022,,,Are guests required to wear masks?
753,Secrets The Vine Cancun,Jessica W,,Feb 2022,,,Hi! My husband and I are looking to do a quick getaway for our 5 year wedding anniversary. We stayed at Secrets Maroma in (where we got engaged) and loved it but were considering staying at the Vine this time. I know that the beach at Maroma is beautiful but we typically stay at the pool so this isn't a factor for us. Can anyone give us some insight to help us decide?
754,Secrets The Vine Cancun,Ashley J,"Santa Fe, Texas",Jan 2022,2,,"Is there a secure place to keep my belongings after check out, or before check in? Also does the resort have any personal fans that could be used in guest rooms? My husband and I are used to sleeping with a fan next to the bed."
755,Secrets The Vine Cancun,Javier C,,Jan 2022,1,,What do you guys have against children?
756,Secrets The Vine Cancun,John E,,Jan 2022,,,"I booked my hotel through Expedia Canada and choose the option to pay at the hotel, what are the forms of payment during check-in and what is the currency that will be charged"
757,Secrets The Vine Cancun,TomLDelaware,"Dover, Delaware",Jan 2022,41,14,Previous guests: What footwear do you recommend for guys wearing jeans to dinner? Shoes with no socks or Birkenstocks/leather flip-flops?
758,Secrets The Vine Cancun,Gloriagill 0709,"San Francisco, California",Jan 2022,17,22,"We’re checking in at the Secrets The Vine tomorrow for a five night stay. Can anyone tell me if they are taking extra precautions during Covid? I stayed at the LeBlanc last May, I felt very safe with all the safety measures. First time at the Vine, hoping it doesn’t disappoint 😊"
759,Secrets The Vine Cancun,Abed J,"Panama City, Panama",Jan 2022,,,is burkini allowed in your hotel ?
760,Secrets The Vine Cancun,TomLDelaware,"Dover, Delaware",Jan 2022,41,14,"Many people seem to upgrade to ""preferred"" status. What's the benefit and cost, and is it really that much of a gain? Are there bed/cabanas to rent at the beach?"
761,Secrets The Vine Cancun,Courtney W,,Jan 2022,,,What does the $200 in resort credits apply to?
762,Secrets The Vine Cancun,Ebonie H,"Gastonia, North Carolina",Jan 2022,,,How late do the pools stay open?
763,Secrets The Vine Cancun,Nicole V,,Dec 2021,,,I am curious if regular beach umbrellas are available for free on the beach or near the pool also is night life and dancing avaible at the resort?
764,Secrets The Vine Cancun,annie20082017,"Toronto, Canada",Dec 2021,1,2,Is there still wine tasting available? How much is it?
765,Secrets The Vine Cancun,NyStar,ny,Dec 2021,96,64,"There has been a surge in crime in Cancun area, is it safe to travel there for New Years celebration ?"
766,Secrets The Vine Cancun,annie20082017,"Toronto, Canada",Dec 2021,1,2,How much is a taxi ride to Xelha? And are you able to book taxis for guests?
767,Secrets The Vine Cancun,annie20082017,"Toronto, Canada",Dec 2021,1,2,"How much is the preferred members' fee per night? And if we pay for a membership, does it cover all nights, or can we choose to pay for 2 nights worth and stay the other 5 nights in a non-preferred member room?"
768,Secrets The Vine Cancun,annie20082017,"Toronto, Canada",Dec 2021,1,2,Is there an airport shuttle arranged by the hotel? Or do we have to pay about 55USD for our own?
769,Secrets The Vine Cancun,Carey S,,Dec 2021,1,,"When will sip, savor and dining be available?"
770,Secrets The Vine Cancun,cryssy419,,Nov 2021,,,Hi! Do they serve any food at the pools? Is there a pool menu online? Also what kind of premium liquor is served? Thanks
771,Secrets The Vine Cancun,Javier C,,Nov 2021,1,,Do you have to be 21 or 18 and over to go to the bars there?
772,Secrets The Vine Cancun,Javier C,,Nov 2021,1,,Is this also a couples only resort?
773,Secrets The Vine Cancun,Miranda T,"Atlanta, Georgia",Nov 2021,7,18,What is custamsry for tipping concierge/bulter service? Daily or end of stay?
774,Secrets The Vine Cancun,Miranda T,"Atlanta, Georgia",Nov 2021,7,18,What is custamsry for tipping concierge/bulter service? Daily or end of stay?
775,Secrets The Vine Cancun,Teresa T,"Burlington, Canada",Nov 2021,5,5,Coming from Canada to stay and will need to do a PCR covid test before return. Does this resort have on-site PCR testing?
776,Marriott Cancun Resort,Prithi D,"Katy, Texas",May 2022,31,2,Price for pool cabana? Beach cabana?
777,Marriott Cancun Resort,Prithi D,"Katy, Texas",May 2022,31,2,Anyone stay here AND the JW Marriott Cancun? Is one better than the other?
778,Marriott Cancun Resort,luke,"Cincinnati, Ohio",Apr 2022,,,Does Marriott clean the beach or am I going to be paying $$$$$ for a beach full of seaweed if I go in May?
779,Marriott Cancun Resort,Vinny D,,Apr 2022,,,"If I happen to meet a young lady while I'm in Cancun, will this resort allow me to take her to my room?"
780,Marriott Cancun Resort,Veronica C,"Kristiansand, Norway",Apr 2022,8,,Is the kids club open? Planning to come in July 2022.
781,Marriott Cancun Resort,Jo S,MSP,Mar 2022,,,"Curious about pricing, method of renting, and what is included in a cabana rental at Marriott Cancun and/or JW. Also, massage and other spa pricing."
782,Marriott Cancun Resort,Shaun G,,Mar 2022,,,Restaurant prices
783,Marriott Cancun Resort,mrcuervo-mrscuervo,"Naperville, Illinois",Mar 2022,69,11,I have R&R travel booked in May and I have recently been made aware that Cancun resorts plus other establishments have had to change their alcohol policies. Restauratns at resorts cannot provide or sell alcohol prior to 11 am and after 11 pm or 12 am. Is this correct? What are the city and/or resorts policy?
784,Marriott Cancun Resort,Matt V,"Lumberton, New Jersey",Feb 2022,90,94,"What is the closest PADI scuba dive shop to the Marriott Beach Resort? Or, any other scuba dive shop recommendations?"
785,Marriott Cancun Resort,ALW8026,Maryland,Jan 2022,97,3,Can you use the JW pool and restaurants if staying here?
786,Marriott Cancun Resort,jeff l,,Dec 2021,,,Is this a all inclusive resort
787,Marriott Cancun Resort,lizd540,"Charlotte, North Carolina",Dec 2021,8,,Any recommendations for SCUBA operators?
788,Marriott Cancun Resort,Honest Reviewer,,Nov 2021,4,,How far is Coco Bongo and Mandala Beach?
789,Marriott Cancun Resort,Honest Reviewer,,Nov 2021,4,,Is there construction going on right now?
790,Marriott Cancun Resort,DoraemonCute,Mexico,Nov 2021,130,44,Do Marriott Cancun Resort has day pass ?
791,Marriott Cancun Resort,Ernest P,"Sanibel Island, Florida",Sep 2021,,,What type of coffee maker is in the Caribbean suite?
792,Marriott Cancun Resort,Nick N,"North Easton, Massachusetts",Aug 2021,,,What is the average cost for a meal at the resort restaurants?
793,Marriott Cancun Resort,Explore03950630460,,Aug 2021,,,Is there wifi by the pools and outdoor arenas ?
794,Marriott Cancun Resort,Nomad163857,,Jul 2021,,,"Hi, are there two Marriotts in Cancun ?, I see JWmarriott and Marriott cancun or is it the same. ."
795,Marriott Cancun Resort,Alicia Ludescher,"Peosta, Iowa",Jul 2021,353,100,Is this resort all inclusive?
796,Marriott Cancun Resort,Raul A,"Alpharetta, Georgia",Jun 2021,3,,Is there Covid 19 testing at the hotel? How much is a test?
797,Marriott Cancun Resort,BigGuyNY,New York,Jun 2021,33,67,Does the hotel have a shuttle service? If so where can it take you?
798,Marriott Cancun Resort,Cristian O,,May 2021,,,Is the currency used in the menus on USD or Mexican Pesos? We don’t know if we should exchange before going or just traveling with dollars? Help please
799,Marriott Cancun Resort,vivadolce,Wahsington DC,Apr 2021,1,3,"does hotels offers nights events , entertainments and shows?"
800,Marriott Cancun Resort,Carmen B,"Santa Barbara, California",Apr 2021,13,8,Is there a concierge or club lounge for elite members?
801,Marriott Cancun Resort,Mukul S,"Seattle, Washington",Mar 2021,1,,Is there wired internet available in the rooms?
802,Marriott Cancun Resort,Gabriel Mendez-Frances,"Tarrant, Alabama",Mar 2021,41,4,Is the breakfast offered for Marriott Bonvoy Platinum Members from the buffet or a continental breakfast?
803,Marriott Cancun Resort,Alina F,,Mar 2021,,,Will the Marriott Resort Cancun hold my luggage after checking out if my flight isn’t until later?
804,Marriott Cancun Resort,CypressTX77429,"Houston, Texas",Feb 2021,51,2,Hi do you have a shuttle bus to pick us up at the airport and drop us back? Also how far are you from downtown? Thank you 😊
805,Marriott Cancun Resort,Teresa L.,"Placitas, New Mexico",Feb 2021,,,"Hi there, is there C-19 tests in this Marriott Resort Cancun? Today is 2/3/21 - any info would be very helpful."
806,Marriott Cancun Resort,Tonya L,,Feb 2021,,,What is the up charge to use the pool next door (JW Marriott)?
807,Marriott Cancun Resort,Artgirl9550,"Wayzata, Minnesota",Jan 2021,3,6,I’m confused with some of the most recent reviews- If you have been to the hotel lately- will you please answer below? 1- is there construction 2- is the pool bar open? 3- are they serving food pool side? 4- where is the buffet breakfast now? Thanks!
808,Marriott Cancun Resort,PDM,"Needham, Massachusetts",Jan 2021,17,16,What restaurants are open as of January 2021?
809,Marriott Cancun Resort,PDM,"Needham, Massachusetts",Jan 2021,17,16,Is breakfast included for Platinum Elite members?
810,Marriott Cancun Resort,Candace I,"Seattle, Washington",Jan 2021,,,"Is this an all inclusive resort? If so, what does this entail? Thank you."
811,Marriott Cancun Resort,wisgirl01,"Marshfield, Wisconsin",Dec 2020,759,206,is the renovation complete at this hotel?
812,Marriott Cancun Resort,Sunshine821931,"Austin, Texas",Dec 2020,9,,Which restaurants are open as of December 2?
813,Marriott Cancun Resort,Li V,"Sao Paulo, SP",Nov 2020,17,42,Are there tennis court available for guests? if yes are there any fee for playing? Does Marriot supply racquets and balls to guests? tks
814,Marriott Cancun Resort,msbarker2017,"Houston, Texas",Nov 2020,4,,Can you recommend a shuttle service from the airport for 7 people? Thank you.
815,Marriott Cancun Resort,marirosa21,"Peachtree City, Georgia",Nov 2020,80,47,Can you walk to other restaurants in the area? And if you did ... did you feel safe? Thanks!
816,Marriott Cancun Resort,Shiran D,"Haifa, Israel",Nov 2020,7,,Has the previous hurricane affected the hotel at all? Is there any limitation to capacity due to COVID? (Planning on end of November for my stay)
817,Marriott Cancun Resort,patopti,"Oxford, Ohio",Oct 2020,245,96,What kind of breakfast is offered to Titanium Members? Is there an upcharge for a hot breakfast? Also is the hot tub out by the pool open?
818,Marriott Cancun Resort,Wrayo,,Oct 2020,5,,Is there a fridge and microwave in the room?
819,Marriott Cancun Resort,Abuali,"Atlanta, Georgia",Sep 2020,,,Do u have all inclusive
820,Marriott Cancun Resort,Mariely,"New York City, New York",Sep 2020,282,50,"It this resort everything inclusive,or we have to pay for food,breakfast and drinks?"
821,Marriott Cancun Resort,jbui1018,Washington,Sep 2020,60,23,"Does this hotel have connecting rooms? I am a Marriot member and we are traveling with kids, so we wanted a room for us with a connected room for our kids."
822,Marriott Cancun Resort,Stacie D,"Detroit, Michigan",Sep 2020,7,16,I’ve got a reservation in October and my total includes taxes and fees. Is there a separate resort fee charged when I check in?
823,Marriott Cancun Resort,nata883,"Portland, Oregon",Sep 2020,,,"Hi, I would like to know if this resort have a hot tub in the pool area and if it open now, during Covid-19? Thank you."
824,Marriott Cancun Resort,Stacie D,"Detroit, Michigan",Sep 2020,7,16,Are the double beds a full or queen size?
825,Marriott Cancun Resort,Stacie D,"Detroit, Michigan",Sep 2020,7,16,There are 3 adults traveling and I booked the breakfast package with 2/2 adults and children because they did not offer the price to add another adult. Can I substitute the 2 kids with one adult?
826,Hotel Krystal Cancun,Melissa C,,May 2022,,,"Hello, I’m inquiring about booking my band. SA Lights - Journey & Classic Rock Tribute Band Who do I need to contact? Cheers!"
827,Hotel Krystal Cancun,Diane F,,Apr 2022,,,What is the cost of A I per weeks stay at Krystal Cancun
828,Hotel Krystal Cancun,dianemariefarwell,"Saskatoon, Canada",Mar 2022,6,9,Is this all-inclusive
829,Hotel Krystal Cancun,Ashna M,,Mar 2022,,,"Hi, I have currently booked a standard room with a street view (1 king bed). Upon arrival at the hotel, if I have to upgrade it to Ocean View deluxe room (1 king bed), how much extra will I have to pay?"
830,Hotel Krystal Cancun,Kathleen K,"Holland, Ohio",Mar 2022,2,,What is the difference between ocean front rooms and club rooms? Are there any added benefits by booking a club room?
831,Hotel Krystal Cancun,Kathleen K,"Holland, Ohio",Mar 2022,2,,Do the ocean front rooms have balconies or do you have to get a club room for balcony?
832,Hotel Krystal Cancun,Cazizeh,"Houston, Texas",Feb 2022,,,Are taxis safe for foreigners in Cancun? What is the best transportation from the airport to your hotel upon my arrival? Are covered beach chairs free to guests and is there a reservation required? May I get a menu of local attractions your concierge can arrange? Is there nearby shopping?
833,Hotel Krystal Cancun,Lyn L,,Feb 2022,,,What times are the restaurants open for breakfast and lunch please.
834,Hotel Krystal Cancun,Kathleen K,"Holland, Ohio",Jan 2022,2,,Is el mortero on site or off site? Is it covered/free with all inclusive plan?
835,Hotel Krystal Cancun,Kathleen K,"Holland, Ohio",Jan 2022,2,,We are hoping to go in May. Do they have water exercises in the pool? Do they have any night time entertainment on site such as shows? Thank you in advance.
836,Hotel Krystal Cancun,Aodhm,"New York City, New York",Jan 2022,6,2,Is there a free transfer from the airport
837,Hotel Krystal Cancun,Chelsea B,,Jan 2022,1,,Does anyone know if the gym is open?! Is there pool towels ??
838,Hotel Krystal Cancun,Sadia A,"Vancouver Island, Canada",Dec 2021,,,"Hi - How can I book all inclusive option from trip adviser website? It offers me a deal for 2 standard double bed room for $268/night during January. however, I can not choose all inclusive option from tripadvisor website. Kindly advise."
839,Hotel Krystal Cancun,Armando C,"San Jose, California",Nov 2021,12,30,I have made a reservation to stay here with the all inclusive option. Can I also use this to eat at the Krystal Grand next door using my all inclusive option?
840,Hotel Krystal Cancun,Debby W,"Abbotsford, Canada",Nov 2021,15,,We are staying here January 7 for two weeks. Can someone please confirm that all food and drink is included in the all inclusive? Also - the mini bar.
841,Hotel Krystal Cancun,Haydar A,,Oct 2021,,,Is this hotel all inclusive?
842,Hotel Krystal Cancun,Shelbi R,,Jul 2021,,,I’m reading that the clubs require proof of a negative covid test before they let you in. Does the hotel have a limit on the number of tests they will give you? Or is each guest only given one for their flight back to the states? Thanks!(:
843,Hotel Krystal Cancun,lautzy,Ohio,Jun 2021,36,5,I’m having trouble finding the difference(s) between the Krystal Cancun and the Krystal Grand Cancun. What are the advantages/perks of staying at the Grand vs the other?
844,Hotel Krystal Cancun,Virginia H,,May 2021,,,Hi are all the amenities available for my family to enjoy?
845,Hotel Krystal Cancun,Jet89292,,May 2021,,,Does anyone know the guest policy? Do they have a wristband system upon check in? Asking for a friend of ours who is joining and staying in his own room.
846,Hotel Krystal Cancun,caribbeanDallas,"Dallas, Texas",Feb 2021,87,32,Hi Guys! Does anyone know if this hotel has mandatory all inclusive or is it optional?
847,Hotel Krystal Cancun,Trip05142067320,,Feb 2021,,,"Hello, I have a couple questions to ask about the mask mandate. Are masks required in the swimming pools? Are masks required on the beach? Can food be taken to be beach to eat on the beach? Thanks in advance for your help on this!"
848,Hotel Krystal Cancun,Rutherford_County,Mount Juliet,Jan 2021,4,4,"We will stay at this resort in April. With new covid testing requirements to get back in the US starting Jan 26...will the resort offer testing at the resort? If so, what is the cost?"
849,Hotel Krystal Cancun,Alexa M,,Jan 2021,9,1,"What kind of drinks are included in the all-inclusive package? Is there something open late for food and drinks? Or is it only with reservation? How much is the room service fee? Is bottled water included in the all inclusive package, or only filtered water ? I have a reservation already but I'm getting nervous reading some bad reviews I might cancel. Please help me decide."
850,Hotel Krystal Cancun,FellowTraveler207741,,Dec 2020,1,,We are staying in mid December. How much does the all inclusive cost and what is the minimum amount of days that must be purchased?
851,Hotel Krystal Cancun,Janie,"Morgantown, West Virginia",Nov 2020,6,4,What is the occupancy of this hotel currently? Not permitted more than 60% right?
852,Hotel Krystal Cancun,Sandy F,"Evansville, Indiana",Nov 2020,50,35,"Hello, is there a convenient store or liquor store within walking distance? Thanks"
853,Hotel Krystal Cancun,lovefun99,"Torrance, California",Nov 2020,438,116,I got a good price in a Standard room. I saw the hotel and looks like all the rooms have ocean view but I’m not sure. Does standard rooms have ocean view or lake view? Can I upgrade to ocean view once we are in the hotel if lake view is assign?
854,Hotel Krystal Cancun,Marilyn C,,Sep 2020,1,1,Can I buy all inclusive during my stay at check in time? Or is it too late?
855,Hotel Krystal Cancun,RangMX,"San Luis Potosi, Mexico",Aug 2020,1518,107,Hola 13 dias y aún no responden. Esta abierto el clubroom?
856,Hotel Krystal Cancun,RangMX,"San Luis Potosi, Mexico",Aug 2020,1518,107,"Hi, is the club room open at this time or just book a regular room?"
857,Hotel Krystal Cancun,Dyerfamily12,"Dyer, Indiana",Aug 2020,,,Booked this last night and they said that there were 6 restaurants. I cant find this info anywhere. Can someone confirm. TIA
858,Hotel Krystal Cancun,KristinArce,"Norman, Oklahoma",Apr 2020,13,5,Does this hotel have a swim up bar?
859,Hotel Krystal Cancun,Filipe Versehgi,"Socorro, SP",Feb 2020,23,11,Hey! Do you guys know what time the Breakfast Buffet opens? We want to go to Isla Mujeres very ealy but we're hoping to grab breakfast before the Ultramar trip.
860,Hotel Krystal Cancun,hyori k,,Feb 2020,9,,Does anyone know the difference between Romantic ocean room and just club ocean room? Is the romantic room better?
861,Hotel Krystal Cancun,Hilary D,"Santa Ana, California",Nov 2019,5,1,Are there general resort fees for this hotel?
862,Hotel Krystal Cancun,Trolling fake or fishy reviews,Binbrook,Nov 2019,,,Beware of Blackhawks1957 review. Went from being blocked and worst place in world..now its the best place ever and can comment. You are now on blast!
863,Hotel Krystal Cancun,shayne s,"Atlanta, Georgia",Oct 2019,2,3,do you have disabled rooms? do you rent disability scooters.
864,Hotel Krystal Cancun,Jimmy Super,Illinois,Oct 2019,1,,The Krystal Hotel will not let me write a review? Why? Please reply. My last review was 2 years ago I stayed there last February 2019. Please respond!
865,Hotel Krystal Cancun,Trolling fake or fishy reviews,Binbrook,Sep 2019,,,Does the hotel have anything planned for New Years.
866,Hotel Krystal Cancun,Discover493040,,May 2019,,,What is the minimum age?
867,Hotel Krystal Cancun,Liberalcat,"Chicago, Illinois",May 2019,65,42,Does hotel offer free shuttle/taxi pick up from the airport for club room guest? Thank you in advance. We are arriving on May 19th
868,Hotel Krystal Cancun,Ivett,,May 2019,,,"In this hotel where can we get information for a romantic dinner at the beach🤭 I’m traveling in June and would Like more Information , thank you"
869,Hotel Krystal Cancun,marianacomcast,"Lowell, Massachusetts",Apr 2019,4,2,Are the cabanas free for guest on the beach?
870,Hotel Krystal Cancun,sexyty,Kinston,Mar 2019,12,1,Hi want to bring the kids here during spring break (ages 9&12). Are there plenty of activities at resort to keep them entertained? Will there be a wild spring break crowd during this time OR a family resort with several kids?
871,Hotel Krystal Cancun,Coco U,"Seaside, Oregon",Mar 2019,3,2,How much does the buffet cost if you are on the European plan?
872,Hotel Krystal Cancun,JPD,,Feb 2019,,,do you guys hold luggage at check out? we want to do a tour on the day of check out but don't want to carry our luggage.
873,Hotel Krystal Cancun,TulsaTini,"Tulsa, Oklahoma",Feb 2019,7,,Good morning. Did you stay in the new tower? Is there only one restaurant for all inclusive dinners? We are going in 9 days and looking for any recommendations. Thank you. Kristine
874,Hotel Krystal Cancun,Ali C.,"Nashville, Tennessee",Jan 2019,15,25,Any kids club?
875,Hotel Krystal Cancun,Companion11990254146,,Jan 2019,,,Hello. I'm heading to Krystal Cancun next month w/my daughter. Two female travelers. Is there a hotel shuttle from airport to resort? Someone mentioned a grocery store (as I did not purchase the all inclusive). Is the store far? safe? Any help to these questions would be greatly appreciated. Trying to make this a fun and safe graduation trip for my daughter.
876,Emporio Cancun,Isela Glez,"Monterrey, Mexico",May 2022,15,17,"Hola, mi recámara es la habitación de lujo con vista al mar en todo incluido. En qué sección del hotel se encuentra este tipo de habitación? Gracias :)"
877,Emporio Cancun,FARIAL,"Toronto, Canada",May 2022,,,Hi does this included meals and drinks as it says all inclusive?
878,Emporio Cancun,FARIAL,"Toronto, Canada",May 2022,,,Hi does this package include all meals and drink as it says its all inclusive?
879,Emporio Cancun,Kristina B,,May 2022,,,Do the beds outside cost a daily fee or is it free?
880,Emporio Cancun,Nicole m,"Warwick, Rhode Island",Apr 2022,18,,Is there a recommended attire for restaurants?
881,Emporio Cancun,Kami D,,Apr 2022,,,"Hi, Do you have a kids club? What are the ages? Do you have a babysitting service?"
882,Emporio Cancun,Nicole m,"Warwick, Rhode Island",Apr 2022,18,,"Im confused bc I put in 3 people, yet it shows me rooms w 2 double beds!? To me doubles are small. Is there option of sofa bed? 2 queens? I know I sound like a snob, and as far as sleeping w my daughter, I am! Or I'll get kicked all night long🤣🤣🤣"
883,Emporio Cancun,Natalia W,,Apr 2022,,,"Hi, I would like to get more information about deluxe king bed sea view (all inclusive deal) I found on last minute. I can’t see all details. I visited the hotel website, does it correspond to the suite deluxe king? According to the website there is a mini bar but from previous replies I can see there isn’t? (Unless it’s a mini fridge) Also does it come with safe, how big is the room? And how big is the balcony? Thanks in advance"
884,Emporio Cancun,Compass08650170029,"Bel Air, Maryland",Apr 2022,,,"Hello, I recently booked at Emporio for this summer and added our trip with ALL MEALS at an extra cost. What exactly does all meals mean?"
885,Emporio Cancun,Safari33948686387,,Apr 2022,,,I have a few questions. Is the all inclusive really all inclusive? Are ALL drinks and meals at all 3 restaurants included and the breakfast buffet? What do they serve at the breakfast buffet? Are we going to be charged an extra fee once we arrive to the property other than what was stated on Expedia? Is it true it’s under construction and it’s causing loud noise at all hour of the day? Thank you for any answers in advance!
886,Emporio Cancun,David H,,Apr 2022,,,"If I make a booking on a site like Expedia, am I guaranteed to get the room I book? I have seen reviews about guests being told the property overbooked and they had to go to a sister property instead of the resort they actually paid for."
887,Emporio Cancun,Zoe r,,Mar 2022,,,do they have baths in the rooms
888,Emporio Cancun,gustavo s,"Gaspar, SC",Feb 2022,,,qual o valor do café da manha? o pacote disponível no site é sem café da da manha
889,Emporio Cancun,anyssa,"Pawleys Island, South Carolina",Feb 2022,,,what age do you have to be to check into your room?
890,Emporio Cancun,Blazer_Guy,"Durham, North Carolina",Feb 2022,144,129,Is there shuttle service to and from airport? Thank You !!
891,Emporio Cancun,larrisha w,,Feb 2022,,,before booking does all inclusive include alcoholic beverages
892,Emporio Cancun,Annabelle C,,Jan 2022,,,Does anyone have an email address to contact the hotel? I need to ask a question regarding paying with cash or card at the resort.
893,Emporio Cancun,Enrique,"Funes, Argentina",Dec 2021,10,,Does the TV included in the room support wireless casting from Netflix and other apps? (Chromecast/Airplay). Thank you!!!
894,Emporio Cancun,David,"Brno, Czech Republic",Dec 2021,,,How much rocky is the beach in front of hotel? I read some reviews that beach is full of rocks however I have not seen many photos with these rocks. Thank you all for help!
895,Emporio Cancun,Victoria G,"Rio Grande City, Texas",Nov 2021,,,"I’ll be traveling to this hotel in December but I’m not sure if I purchased an all inclusive package. If that’s the case, can I buy an inclusive package that just consists of the meals and beverages separately from the stay?"
896,Emporio Cancun,deanroc,"Philadelphia, Pennsylvania",Nov 2021,82,136,Does this hotel offer free covid tests before departure when staying 7 nihjts?
897,Emporio Cancun,izzy87,,Nov 2021,1,2,What is the cheepest cost per person from the airport to the hotel? And is transportations to and from the hotel 24 hours a day
898,Emporio Cancun,Tonjajj,"Grand Rapids, Michigan",Oct 2021,66,16,Does the all-inclusive option include any premium alcohol? Or is it an upgrade option?… Looking for absolute or Don Julio.
899,Emporio Cancun,Kendall H,,Aug 2021,,,Just making sure on the 106 room rate for 3 adults is all inclusive
900,Emporio Cancun,Sherlee124,"Poplar Grove, Illinois",Jul 2021,1,,"My family and I will be traveling to Cancun November 28-December 2. Does the hotel offer COVID testing? If you do, what is the cost? And if you don’t, what’s the closest facility that does offer testing. Thank you in advance for any information!"
901,Emporio Cancun,Josue Garcia,"Aguascalientes, Mexico",Jul 2021,1,,"Hola, me hospedarse con ustedes en plan todo incluido, vi en una publicación que tienen bebidas premium, hay que hacer otro pago adicional por las bebidas premium? O vienen incluidas con el plan todo incluido?"
902,Emporio Cancun,Jenifer C,,May 2021,,,When was this last renovated? In some photos the rooms looks beautiful and in others the furnishings look very dated.
903,Emporio Cancun,Jenifer C,,May 2021,,,When was this last renovated? In some photos the rooms looks beautiful and in others the furnishings look very dated.
904,Emporio Cancun,Johnette M,"Ypsilanti, Michigan",May 2021,,,"How does the hotel ago about adding people to the room? how much does it cost to add someone to receive the all inclusive perks? A group of us booked already, and one person is flying out from another location and we need to know how it works since the hotel is all inclusive."
905,Emporio Cancun,Camden D,Massachusetts,Mar 2021,,,What the age policy to be able to book a hotel in emporio Cancun Mexico ??
906,Emporio Cancun,Camden D,Massachusetts,Mar 2021,,,What the age policy to be able to book a hotel in emporio Cancun Mexico ??
907,Emporio Cancun,Dusty V,"Wylie, Texas",Mar 2021,,,How much does it cost to rent chairs on the beach?
908,Emporio Cancun,Sandy S,"Bronx, New York",Feb 2021,7,,"Is it ""all inclusive"" resort?"
909,Emporio Cancun,Sandy S,"Bronx, New York",Feb 2021,7,,I just booked for June! My question do the resort provide testing on site for free?
910,Emporio Cancun,cristopher l,,Feb 2021,,,"Hello, I will be staying in this hotel for a few days the following month and I wonder if I am allowed to bring a hookah to The hotel? Will I be able to smoke it on the beach area? Or do you guys have a smoking area?"
